,round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation,batch_size,dropout,epochs,first_neuron,kernel_initializer,last_activation,losses,optimizer
292,50,0.0005588300392712695,0.9988580942153931,0.9988589882850647,0.001538468581158379,0.9970284104347229,0.9970299005508423,elu,30,0.2,50,22,normal,softmax,mean_squared_error,Nadam
293,40,0.001925002627079782,0.9962479472160339,0.9962511658668518,0.0025530970943480084,0.9954901337623596,0.9954577088356018,elu,30,0.2,40,34,uniform,softmax,mean_squared_error,adadelta
294,60,0.002373023895333334,0.996003270149231,0.9959730505943298,0.007587307060564307,0.9811215400695801,0.9809965491294861,relu,128,0.2,60,10,uniform,sigmoid,mean_squared_error,Nadam
295,50,0.001818632686223537,0.9974714517593384,0.9970294833183289,0.002699102404801482,0.9954901337623596,0.9952455163002014,elu,128,0.1,50,40,uniform,sigmoid,mean_squared_error,Adam
296,40,0.00987664877023192,0.9955954551696777,0.5674096941947937,0.014320855654526392,0.9948958158493042,0.5876221656799316,elu,60,0.2,40,28,uniform,sigmoid,categorical_crossentropy,adadelta
297,40,0.0032653986616895743,0.9938009977340698,0.9936662316322327,0.0038848917849855233,0.9933575987815857,0.993421733379364,relu,128,0.1,40,28,uniform,sigmoid,mean_squared_error,adadelta
298,40,0.0010497610465855071,0.9981240034103394,0.9981302618980408,0.001788157664310904,0.9969584941864014,0.9969250559806824,elu,60,0.1,40,34,uniform,softmax,mean_squared_error,Adam
299,40,0.003682811720772463,0.9987764954566956,0.9987361431121826,0.006807340779984611,0.9973430037498474,0.997361421585083,elu,30,0.1,40,28,uniform,softmax,categorical_crossentropy,Adam
300,50,0.00226392692657308,0.999755322933197,0.9997561573982239,0.003028425709326478,0.9993706941604614,0.9993535876274109,relu,60,0.0,50,16,normal,softmax,categorical_crossentropy,Adam
301,20,,0.35676997900009155,,,0.3498811423778534,,elu,30,0.1,20,22,normal,sigmoid,categorical_crossentropy,Nadam
302,40,0.006188388569599555,0.9974714517593384,0.7114186882972717,0.006310639930950221,0.9978324770927429,0.7236877679824829,elu,128,0.0,40,34,normal,sigmoid,categorical_crossentropy,Adam
303,30,0.005001572254337473,0.9983686804771423,0.9983741044998169,0.0051515591241939745,0.998531699180603,0.9985320568084717,relu,60,0.0,30,34,normal,softmax,categorical_crossentropy,adadelta
304,50,0.0015371247518420784,0.9971451759338379,0.9971476197242737,0.0016790485090777876,0.9971332550048828,0.9971240162849426,elu,30,0.1,50,16,uniform,softmax,mean_squared_error,Adam
305,60,0.0026584979846350372,0.9994290471076965,0.7151313424110413,0.003975905321700332,0.9986016154289246,0.7109206914901733,relu,128,0.1,60,22,normal,sigmoid,categorical_crossentropy,Nadam
306,40,0.009283920080016625,0.9969004988670349,0.9969075322151184,0.012219229343535703,0.996504008769989,0.9965119957923889,elu,128,0.1,40,34,uniform,softmax,categorical_crossentropy,adadelta
307,50,0.005045461965573182,0.9978792667388916,0.7485690712928772,0.008197504682812695,0.9969235062599182,0.734050452709198,elu,60,0.1,50,34,normal,sigmoid,categorical_crossentropy,adadelta
308,30,0.004357750629049043,0.9915986657142639,0.9916400909423828,0.0052130612099069865,0.9917494058609009,0.9908499121665955,elu,128,0.2,30,28,uniform,sigmoid,mean_squared_error,adadelta
309,50,0.0009147995961074175,0.9989396333694458,0.9989420771598816,0.00118021894236336,0.9984617829322815,0.9984477758407593,elu,128,0.0,50,28,normal,softmax,mean_squared_error,Adam
310,50,0.0032313100916909307,0.9988580942153931,0.717354953289032,0.008920336037992997,0.9967836737632751,0.7470965385437012,relu,128,0.2,50,22,uniform,sigmoid,categorical_crossentropy,Nadam
